序号,波位号,北斗时间戳,时间戳(ms),方位(度),距离(m),俯仰(度),高度(m),径向速度(m/s),信噪比,RCS,宽窄脉冲(0宽1窄),俯仰波束,本波位目标数,是否有效点
8512,4,1219744,1219744,24.6118,3931.13,-0.3959,-27.16,0.5461,57,1.000000e+02,0,0,10,1
8513,4,1219744,1219744,25.9454,4049.89,0.6104,43.15,17.4744,8,1.466810e+01,0,0,10,1
8514,4,1219744,1219744,23.6206,5895.36,-0.5588,-57.49,0.5461,55,1.000000e+02,0,0,10,1
8515,4,1219744,1219744,27.6679,7124.18,0.5999,74.59,34.6757,9,1.000000e+02,0,0,10,1
8516,4,1219744,1219744,29.7235,9544.71,0.1326,22.09,-0.8191,23,1.000000e+02,0,0,10,1
8517,4,1219744,1219744,28.1510,9710.67,0.2700,45.76,1.6382,22,1.000000e+02,0,0,10,1
8518,4,1219744,1219744,24.1514,11439.60,1.0919,218.00,0.5461,49,1.000000e+02,0,0,10,1
8519,5,1219908,1219908,31.1246,2297.99,9.5346,380.65,-1.3652,26,2.134670e-01,0,2,1,1
8520,6,1220072,1220072,36.6538,2132.81,6.9164,256.84,13.1058,16,1.880420e-02,1,1,1,1
8521,7,1220236,1220236,36.4278,549.54,-4.2254,-40.49,-1.0921,24,2.187120e-04,1,0,17,1
8522,7,1220236,1220236,37.2726,1507.81,-0.6623,-17.43,-35.2218,8,4.602340e-02,1,0,17,1
8523,7,1220236,1220236,41.2761,1723.97,-1.1749,-35.35,1.0921,31,1.711680e+00,1,0,17,1
8524,7,1220236,1220236,39.5543,2205.31,-1.0462,-40.26,-14.4710,9,2.133320e-01,1,0,17,1
8525,7,1220236,1220236,38.9207,2326.43,-0.1937,-7.87,2.4573,15,2.294000e+00,1,0,17,1
